user_id_clean,book_id,rating,is_read,days_to_read,user_book_recency,num_books_read,avg_rating_given,user_activity_count,recent_activity_days,avg_reading_time_days,average_rating,adjusted_average_rating,great,log_ratings_count,popularity_score,book_popularity_normalized,num_genres,is_series,title_length_in_characters,title_length_in_words,description_length,user_avg_rating_vs_book
4ff163f05067374db2bed275fa09439d,1759795,3,True,37,3998,91,3.9186046511627906,123,3177,38.96923076923076,3.0,2.282412252600083,False,3.295836866004329,33,1.597148750690888e-05,12,False,1,1,1234,1.6361923985627076
0a3dded9a4243000ec045123a18de33d,9557250,0,False,,,16,3.875,54,3063,15.8,3.35,2.437620599407153,False,2.8903717578961645,26,1.2583596217564571e-05,33,False,1,1,7,1.4373794005928469
3d12c26b8b119934af3a69aa16932e11,22031306,0,False,,,7,3.428571428571429,10,3993,0.75,2.75,2.5547246998501123,False,5.950642552587727,462,0.0002236008250967243,50,False,1,1,7,0.8738467287213165
715b233df18b09b210394c3b05ecf305,27774719,0,False,,,20,4.5,130,3038,4.428571428571428,3.88,3.6176726925719076,False,5.313205979041787,236,0.0001142203348978938,100,True,1,1,900,0.8823273074280924
732db7a8f366202ebced797d41cd1872,25310686,1,True,,,35,3.323529411764705,61,2921,96.0,3.88,3.6248512424244703,False,5.365976015021851,264,0.00012777190005527103,100,True,1,1,1061,-0.30132183065976514
08d78f9f44193a2bb877f71167d6ba48,25310686,4,True,,3626,76,3.6184210526315796,83,2935,17.857142857142858,3.88,3.6248512424244703,False,5.365976015021851,264,0.00012777190005527103,100,True,1,1,1061,-0.006430189792890673
9ff1a166b969dfae02fd29214f348e88,25310686,0,True,26,3653,196,3.6153846153846154,344,2918,9.746031746031743,3.88,3.6248512424244703,False,5.365976015021851,264,0.00012777190005527103,100,True,1,1,1061,-0.009466627039854902
6605fd4bec522d2d5af014901b3be702,18488894,0,False,,,21,3.176470588235294,32,3289,589.0,3.84,1.9287885732176973,False,1.3862943611198906,4,1.9359378796253185e-06,100,False,2,1,1390,1.2476820150175967
f43a0653db7fa87a8f1132f8953ae01d,27287393,0,False,,,83,4.474999999999999,314,2928,36.99999999999999,4.0,2.0243484815820754,False,1.3862943611198906,8,3.871875759250637e-06,35,True,2,1,750,2.4506515184179234
dc10feb24868bbec82c0f130c55d5133,23283283,2,True,47,3001,17,3.75,92,2924,6.499999999999999,3.83,2.323885460017025,False,1.9459101490553132,9,4.355860229156967e-06,100,True,2,1,796,1.4261145399829749
a341d85014039f104e3cb033d0ddd1de,7189365,3,True,0,4394,10,3.2222222222222228,47,3062,3.285714285714286,3.43,2.39391206474797,False,2.6390573296152584,17,8.227735988407605e-06,100,True,2,1,1097,0.8283101574742529
eda1acc8d9721defc304fcefe1ea8361,3177621,2,True,,5730,17,3.1249999999999996,29,3043,7.0,3.19,2.5837649663496576,False,3.713572066704308,44,2.1295316675878505e-05,37,False,2,1,1383,0.541235033650342
c730ab7ef5f5ec945b58d388de8228c5,22039812,5,True,61,2961,18,3.8666666666666667,72,2927,12.933333333333335,4.19,2.6189768818484227,False,1.9459101490553132,8,3.871875759250637e-06,100,False,2,1,826,1.247689784818244
8c0369c34b844f311c00788590ae5199,18266073,0,False,,,6,4.0,15,3173,,3.84,2.7195723352269088,False,2.5649493574615367,15,7.259767048594944e-06,100,False,2,1,1254,1.2804276647730912
cc3edfa1ef3479bc4de017967588c936,23523827,0,False,,,3,5.0,48,3302,6.5,3.32,2.746682326316596,False,3.8501476017100584,56,2.7103130314754462e-05,100,True,2,1,2737,2.253317673683404
244da0190ae01d2b28dfd1f0c6cafd19,11365023,3,True,,5409,71,3.563380281690142,76,2929,4.944444444444445,3.14,2.7529330805674848,False,4.624972813284271,114,5.517422956932158e-05,100,False,2,1,1001,0.8104472011226571
8e49fea2dc492414520dfa6f2470aeb2,16004013,1,True,,,51,4.183673469387755,89,2932,4.3076923076923075,3.19,2.8923995529981013,False,5.159055299214529,200,9.679689398126593e-05,32,False,2,1,918,1.2912739163896538
97e34d7ccd1bfa543486dd2d432ae19d,9703263,2,True,63,3614,115,3.330434782608695,130,2979,3.0609756097560963,3.14,2.9810301585336285,False,6.411818267709897,660,0.0003194297501381776,100,False,2,1,1323,0.34940462407506656
8b9be8458ce90beaac0043dc9dbbf77a,9703263,1,True,1,5181,98,3.5257731958762895,248,3291,22.064516129032256,3.14,2.9810301585336285,False,6.411818267709897,660,0.0003194297501381776,100,False,2,1,1323,0.5447430373426609
1b938c96cddcae215463296a001a2776,34517235,0,False,,,1,3.0,88,2915,5.0,3.82,2.9842790115831415,False,3.1354942159291497,28,1.3551565157377231e-05,100,True,2,1,974,0.01572098841685854
6cee4d9a41ee8a19cf1a6179a53d5978,17404713,3,True,,3979,79,3.5972222222222214,79,3166,5.454545454545455,3.93,3.0307969485605994,False,2.995732273553991,29,1.403554962728356e-05,100,False,2,1,862,0.566425273661622
0d607248657aac679e9b57de777ed409,27467537,4,True,,3523,101,4.059999999999999,105,2936,26.633333333333336,4.0,3.1861725060484196,False,3.1780538303479458,44,2.1295316675878505e-05,35,True,2,1,751,0.8738274939515791
11962d3f6a5f8a7db41be090d06d5565,10690772,5,True,,,7,3.6,8,3838,5.6000000000000005,3.39,3.1879281157933397,False,5.924255797414532,378,0.0001829461296245926,32,False,2,1,958,0.4120718842066604
a54f9d680477b1c8fc49105a97b58c41,30051397,4,True,0,2993,7,3.5,52,2923,2.4,3.64,3.285827835099244,False,4.795790545596741,147,7.114571707623046e-05,62,False,2,1,808,0.2141721649007562
ac9653e58ecb949ac30abe93a78df743,13519283,2,True,,,16,3.5,33,3244,5.0,3.48,3.3402467288200173,False,6.639875833826536,808,0.0003910594516843144,74,True,2,1,1789,0.15975327117998273
3600ac1434b3deed995ef341c4d976c9,17375431,0,False,,,4,3.3333333333333335,38,3010,10.0,3.61,3.4860426255337504,False,6.848005274576363,1045,0.0005057637710521145,100,False,2,1,804,-0.15270929220041696
14ea78d43c0a440cd2de9f3fdaa3daf6,17375431,3,True,,4356,325,4.378980891719745,1408,2922,14.717391304347826,3.61,3.4860426255337504,False,6.848005274576363,1045,0.0005057637710521145,100,False,2,1,804,0.8929382661859941
3254f64aae10f2f23d1fc7b4651b5e97,17375431,2,True,,,12,3.7142857142857144,20,3256,5.428571428571429,3.61,3.4860426255337504,False,6.848005274576363,1045,0.0005057637710521145,100,False,2,1,804,0.22824308875196397
c7c93b41e1d69213895435fc9a5d06ae,17375431,5,True,,,20,3.4499999999999997,58,2948,22.333333333333332,3.61,3.4860426255337504,False,6.848005274576363,1045,0.0005057637710521145,100,False,2,1,804,-0.036042625533750705
cd87d86bbf2e36a766b56dc4ef46668b,17375431,4,True,3,4573,232,3.5021645021645016,378,3151,10.651785714285717,3.61,3.4860426255337504,False,6.848005274576363,1045,0.0005057637710521145,100,False,2,1,804,0.016121876630751153
f34dd8926a43f463d075f2da94d14419,9308141,0,False,,,31,4.161290322580644,34,3163,13.625,3.81,3.556734602093987,False,5.402677381872279,249,0.00012051213300667608,100,False,2,1,670,0.604555720486657
0bdaffd8808ce176823631014a5a1222,36013075,0,True,,,140,4.1304347826086945,291,2923,16.708333333333332,4.19,3.621834052793965,False,3.784189633918261,48,2.3231254555503824e-05,100,False,2,1,847,0.5086007298147295
164a9f6b774c3c8dacfc9fb26082f1c1,18731348,0,False,,,24,3.9565217391304346,33,2941,3.3333333333333335,3.84,3.6449768898516655,True,5.8944028342648505,420,0.00020327347736065845,100,False,2,1,1390,0.31154484927876913
